,Day,Date,workoutActivityType,duration,durationUnit,activeEnergyBurned,basalEnergyBurned,hr_mean,hr_peak
269,Wednesday,2021-12-01,TraditionalStrengthTraining,30.99618108272552,min,391.201,71.5494,140.13899999999998,145.57
270,Wednesday,2021-12-01,Walking,8.66965115070343,min,118.814,19.9805,167.991,167.991
271,Wednesday,2021-12-01,TraditionalStrengthTraining,12.7045153995355,min,213.629,29.3717,164.2115,165.321
272,Wednesday,2021-12-01,Walking,9.638084967931112,min,169.577,22.2373,171.897,171.897
273,Thursday,2021-12-02,TraditionalStrengthTraining,41.03613686561584,min,495.663,94.496,136.1585,146.675
274,Thursday,2021-12-02,Cycling,8.11162543296814,min,149.894,18.7018,177.248,177.248
275,Friday,2021-12-03,TraditionalStrengthTraining,48.98197535077731,min,611.878,112.952,137.4538,147.584
276,Friday,2021-12-03,Cycling,15.02350628177325,min,241.471,34.8491,158.647,159.145
277,Sunday,2021-12-05,TraditionalStrengthTraining,63.51663348476092,min,781.761,144.07,136.82185714285714,146.395
278,Sunday,2021-12-05,Cycling,2.704386615753174,min,36.2725,6.01643,146.875,158.0
279,Monday,2021-12-06,TraditionalStrengthTraining,63.15391561587651,min,804.762,144.944,140.63500000000002,150.504
280,Tuesday,2021-12-07,TraditionalStrengthTraining,68.51656431555747,min,842.89,157.497,136.688,148.084
281,Wednesday,2021-12-08,TraditionalStrengthTraining,78.45652591784796,min,1102.94,180.019,151.181,169.0
282,Thursday,2021-12-09,TraditionalStrengthTraining,52.31576661666234,min,749.705,119.012,147.6778,151.188
283,Thursday,2021-12-09,Cycling,8.619118134180704,min,145.532,20.004,164.499,164.499
284,Friday,2021-12-10,TraditionalStrengthTraining,64.76784833272298,min,784.675,149.425,141.686875,170.654
285,Saturday,2021-12-11,TraditionalStrengthTraining,61.82038609981537,min,655.261,141.799,127.2725,138.933
286,Monday,2021-12-13,FunctionalStrengthTraining,55.72247618238131,min,89.19,129.59,60.151314285714285,68.2986
287,Monday,2021-12-13,TraditionalStrengthTraining,52.68043698271116,min,640.198,121.421,135.34679999999997,143.506
288,Monday,2021-12-13,Walking,14.68404716650645,min,262.179,33.9213,178.424,185.704
289,Tuesday,2021-12-14,TraditionalStrengthTraining,42.65618068377177,min,456.189,96.2973,129.279,137.069
290,Tuesday,2021-12-14,Walking,10.18674280047417,min,198.036,23.6462,177.495,177.495
291,Wednesday,2021-12-15,TraditionalStrengthTraining,35.11254111528397,min,427.524,80.8635,135.04825,142.653
292,Wednesday,2021-12-15,Walking,18.42924094994863,min,309.72,42.348,166.143,175.309
293,Thursday,2021-12-16,TraditionalStrengthTraining,44.82732443213463,min,590.365,103.631,138.57600000000002,143.419
294,Thursday,2021-12-16,Walking,15.7306786497434,min,279.167,36.415,158.7696666666667,172.33
295,Friday,2021-12-17,TraditionalStrengthTraining,34.8452347834905,min,400.134,79.8229,134.14975,138.907
296,Friday,2021-12-17,Walking,17.73685013254483,min,316.233,41.0567,166.786,168.524
297,Saturday,2021-12-18,TraditionalStrengthTraining,45.35069713195165,min,534.705,103.948,133.3944,136.91
298,Saturday,2021-12-18,Walking,16.88195368448893,min,275.84,39.1691,161.692,167.54
299,Monday,2021-12-20,TraditionalStrengthTraining,48.21347461541494,min,608.976,110.08,132.11100000000002,145.243
300,Monday,2021-12-20,Walking,16.95124155084292,min,305.716,39.3082,172.1175,172.958
301,Tuesday,2021-12-21,TraditionalStrengthTraining,63.86286819974581,min,678.188,146.591,129.4455,135.449
302,Tuesday,2021-12-21,Walking,2.455326733986537,min,48.717,5.64,168.8,184.0
303,Tuesday,2021-12-21,Cycling,11.64937284986178,min,180.383,26.9151,154.823,154.823
304,Wednesday,2021-12-22,TraditionalStrengthTraining,33.01588940024376,min,318.21,74.8891,127.486,144.084
305,Wednesday,2021-12-22,Walking,1.746902716159821,min,13.0072,3.94846,137.57894736842104,147.0
306,Wednesday,2021-12-22,Cycling,6.606958417097728,min,112.718,15.136,168.47,168.47
307,Thursday,2021-12-23,TraditionalStrengthTraining,52.40477118293445,min,522.026,118.413,126.00999999999999,132.454
308,Friday,2021-12-24,FunctionalStrengthTraining,27.26293699940046,min,97.3173,63.2514,89.17206666666668,98.4538
309,Friday,2021-12-24,TraditionalStrengthTraining,12.84039321541786,min,76.1123,25.7945,77.9383,86.8814
310,Sunday,2021-12-26,TraditionalStrengthTraining,26.44217546780904,min,377.74,60.7877,150.37533333333332,160.623
311,Monday,2021-12-27,TraditionalStrengthTraining,68.22421768307686,min,876.646,152.748,140.38957142857143,148.364
312,Monday,2021-12-27,Walking,9.377699466546376,min,143.28,21.7292,161.075,161.075
313,Tuesday,2021-12-28,TraditionalStrengthTraining,35.82787389953931,min,400.044,80.2177,134.0565,139.618
314,Thursday,2021-12-30,TraditionalStrengthTraining,38.1407861828804,min,395.291,87.2801,130.5895,136.666
315,Thursday,2021-12-30,Walking,13.71480773289998,min,216.839,31.6654,155.51049999999998,169.647
316,Friday,2021-12-31,TraditionalStrengthTraining,56.78373351693153,min,654.676,129.997,134.8504,138.202
317,Friday,2021-12-31,Walking,24.44291358391444,min,422.683,56.603,171.49075,176.512
318,Monday,2022-01-03,TraditionalStrengthTraining,60.288836034139,min,775.918,139.138,143.46900000000002,155.888
319,Monday,2022-01-03,Walking,15.7172992348671,min,258.959,36.1715,172.00150000000002,173.965
320,Tuesday,2022-01-04,TraditionalStrengthTraining,51.98760510087013,min,692.374,120.018,145.82559999999998,156.341
321,Wednesday,2022-01-05,TraditionalStrengthTraining,52.76707133452098,min,664.62,121.492,142.7228,157.393
322,Wednesday,2022-01-05,Walking,9.575732483466465,min,167.666,22.1397,173.249,173.249
323,Friday,2022-01-07,TraditionalStrengthTraining,60.31684065063794,min,570.292,138.188,124.37566666666667,130.05
324,Saturday,2022-01-08,TraditionalStrengthTraining,68.43703424930573,min,848.326,157.301,140.29014285714285,154.228
325,Sunday,2022-01-09,TraditionalStrengthTraining,52.92397071719169,min,641.738,122.498,139.7892,152.086
326,Sunday,2022-01-09,Walking,15.0076172153155,min,243.969,34.63,162.755,173.196
327,Monday,2022-01-10,TraditionalStrengthTraining,75.36693623264631,min,935.624,173.972,137.0,150.078
328,Tuesday,2022-01-11,TraditionalStrengthTraining,55.79653746684392,min,713.715,127.006,136.68166666666667,143.561
329,Tuesday,2022-01-11,Cycling,10.17636151512464,min,173.218,23.3837,165.619,165.619
330,Wednesday,2022-01-12,TraditionalStrengthTraining,67.47837103406589,min,826.53,154.968,136.024,144.157
331,Wednesday,2022-01-12,TraditionalStrengthTraining,54.06211221814156,min,755.796,124.11,144.74633333333335,153.916
332,Wednesday,2022-01-12,Walking,14.25112135012944,min,254.726,32.659,176.8305,181.711
333,Thursday,2022-01-13,TraditionalStrengthTraining,48.43323713342349,min,561.905,111.393,134.2904,146.983
334,Friday,2022-01-14,TraditionalStrengthTraining,37.22950541774432,min,521.3,85.8756,146.80175,160.386
335,Friday,2022-01-14,Walking,20.55330036679904,min,337.971,47.5884,161.245,162.267
336,Saturday,2022-01-15,TraditionalStrengthTraining,41.1464898665746,min,352.428,94.4542,119.382,125.374
337,Monday,2022-01-17,TraditionalStrengthTraining,58.04788029988607,min,827.191,132.069,146.82342857142856,158.186
338,Tuesday,2022-01-18,TraditionalStrengthTraining,58.86019301613172,min,768.062,133.968,141.23383333333334,150.255
339,Tuesday,2022-01-18,Cycling,26.35593929886818,min,432.829,61.141,162.60866666666666,169.614
340,Wednesday,2022-01-19,TraditionalStrengthTraining,44.0335392832756,min,511.231,101.098,133.0985,140.303
341,Thursday,2022-01-20,TraditionalStrengthTraining,71.54764934976896,min,1019.11,164.668,148.8162857142857,159.831
342,Friday,2022-01-21,TraditionalStrengthTraining,71.85762529969216,min,993.468,166.489,145.75185714285715,167.165
343,Saturday,2022-01-22,TraditionalStrengthTraining,69.04018568197885,min,878.607,157.42,137.44542857142855,147.584
344,Sunday,2022-01-23,TraditionalStrengthTraining,77.01439683238665,min,817.589,175.646,123.5867888888889,157.756
345,Monday,2022-01-24,TraditionalStrengthTraining,39.39893738428751,min,432.875,90.5819,129.2505,132.59
346,Monday,2022-01-24,TraditionalStrengthTraining,35.93041239976883,min,501.297,82.9706,144.50849999999997,157.504
347,Monday,2022-01-24,Walking,11.12051686843236,min,189.745,25.6235,171.884,171.884
348,Tuesday,2022-01-25,TraditionalStrengthTraining,66.75648741523425,min,615.207,153.549,121.88766666666668,126.076
349,Wednesday,2022-01-26,TraditionalStrengthTraining,51.86073878407478,min,530.765,119.372,128.2116,138.116
350,Thursday,2022-01-27,TraditionalStrengthTraining,49.10538101792336,min,703.192,112.965,147.78799999999998,163.021
351,Saturday,2022-01-29,TraditionalStrengthTraining,75.07235350012779,min,728.793,173.609,124.83342857142857,137.233
352,Saturday,2022-01-29,Cycling,13.16664051612218,min,202.846,30.27,147.375,160.998
353,Sunday,2022-01-30,FunctionalStrengthTraining,21.26228220065435,min,115.29,49.3648,105.444,106.179
354,Monday,2022-01-31,TraditionalStrengthTraining,55.78665958444277,min,656.773,127.478,132.09533333333331,141.635
355,Monday,2022-01-31,TraditionalStrengthTraining,27.74730394879977,min,243.449,63.8599,120.15566666666666,132.264
356,Monday,2022-01-31,Walking,24.24052831729253,min,433.734,56.23,178.07933333333335,183.988
357,Tuesday,2022-02-01,TraditionalStrengthTraining,43.55706058343252,min,543.03,100.114,138.202,143.918
358,Tuesday,2022-02-01,TraditionalStrengthTraining,18.5898734331131,min,219.171,41.9565,132.6615,138.294
359,Tuesday,2022-02-01,Walking,14.04733701546987,min,256.882,32.268,184.664,186.58
360,Wednesday,2022-02-02,TraditionalStrengthTraining,50.02120414972305,min,361.614,113.838,111.3786,118.468
361,Sunday,2022-02-06,TraditionalStrengthTraining,102.3135762492816,min,1178.74,235.428,136.65545454545455,163.816
362,Monday,2022-02-07,TraditionalStrengthTraining,38.69331531723341,min,348.043,83.0253,123.09700000000001,130.257
363,Monday,2022-02-07,Walking,30.02972591718038,min,512.497,64.7773,179.26200000000003,184.662
364,Tuesday,2022-02-08,TraditionalStrengthTraining,38.01414138476054,min,332.122,81.9221,119.42525,122.505
365,Tuesday,2022-02-08,Walking,9.037126950422923,min,146.689,19.3909,169.13,169.13
366,Wednesday,2022-02-09,TraditionalStrengthTraining,58.40523953437805,min,464.422,125.204,117.42066666666666,124.975
367,Thursday,2022-02-10,TraditionalStrengthTraining,46.10768379966418,min,423.929,99.8779,123.74000000000001,128.761
368,Friday,2022-02-11,TraditionalStrengthTraining,27.71268456776937,min,206.997,59.7889,117.89866666666667,124.639
369,Saturday,2022-02-12,TraditionalStrengthTraining,60.44029546578725,min,721.182,130.373,136.45666666666668,142.689
370,Saturday,2022-02-12,Walking,15.31727404991786,min,243.764,32.9186,160.1925,163.411
371,Sunday,2022-02-13,TraditionalStrengthTraining,48.41077556610107,min,337.807,103.737,110.99099999999999,115.765
372,Monday,2022-02-14,TraditionalStrengthTraining,42.80305024981499,min,381.636,91.8529,119.5505,123.988
373,Monday,2022-02-14,Walking,17.89360725084941,min,287.345,38.549,167.966,168.45
374,Tuesday,2022-02-15,TraditionalStrengthTraining,43.93710306684176,min,372.356,93.9618,119.92459999999998,128.319
375,Wednesday,2022-02-16,TraditionalStrengthTraining,38.53725713292758,min,381.207,83.0126,125.29875,135.71
376,Thursday,2022-02-17,TraditionalStrengthTraining,43.82041456699371,min,372.4,94.3421,119.8355,128.406
377,Friday,2022-02-18,TraditionalStrengthTraining,58.82546791831653,min,473.42,126.533,117.14540000000002,124.016
378,Saturday,2022-02-19,TraditionalStrengthTraining,45.17672506769498,min,356.319,96.6012,111.9272,118.115
379,Saturday,2022-02-19,Walking,25.11229790051778,min,356.732,54.1497,154.58733333333333,168.752
380,Sunday,2022-02-20,TraditionalStrengthTraining,44.42619355122248,min,400.035,96.1245,120.64560000000002,126.909
381,Sunday,2022-02-20,Cycling,10.28103261590004,min,146.779,22.081,147.355,147.355
382,Monday,2022-02-21,TraditionalStrengthTraining,70.48215800126394,min,715.452,151.205,129.28042857142856,146.989
383,Tuesday,2022-02-22,TraditionalStrengthTraining,45.69803291757901,min,448.495,99.4758,125.52324999999999,131.905
384,Tuesday,2022-02-22,Walking,10.06602261662483,min,160.853,21.53,167.766,167.766
385,Wednesday,2022-02-23,TraditionalStrengthTraining,50.01155173381169,min,543.842,108.326,130.3286,137.798
386,Thursday,2022-02-24,TraditionalStrengthTraining,52.60201198458672,min,564.944,113.465,128.88400000000001,142.143
387,Friday,2022-02-25,TraditionalStrengthTraining,36.04281449913979,min,249.636,77.0326,107.860375,111.988
388,Saturday,2022-02-26,TraditionalStrengthTraining,61.09391366839409,min,604.868,132.125,126.01283333333333,136.304
389,Sunday,2022-02-27,TraditionalStrengthTraining,58.77764999866486,min,664.557,127.481,132.81466666666668,140.678
390,Sunday,2022-02-27,Walking,30.55880690018336,min,461.746,65.781,157.55566666666667,159.512
391,Monday,2022-02-28,TraditionalStrengthTraining,61.92427016695341,min,730.384,134.297,134.60342857142857,148.729
392,Tuesday,2022-03-01,TraditionalStrengthTraining,37.1121371169885,min,316.226,80.376,122.83519999999999,133.0
393,Wednesday,2022-03-02,TraditionalStrengthTraining,24.18228965004285,min,180.123,52.317,111.74799999999999,117.932
394,Wednesday,2022-03-02,Walking,18.87989653348923,min,117.42,40.9041,117.6095,125.923
395,Thursday,2022-03-03,TraditionalStrengthTraining,76.37187011639277,min,829.432,164.614,131.69914285714285,138.835
396,Friday,2022-03-04,TraditionalStrengthTraining,42.77012845079104,min,488.368,92.669,134.6762,139.48
397,Friday,2022-03-04,TraditionalStrengthTraining,11.33149630029996,min,125.578,24.6756,126.72299999999998,134.075
398,Saturday,2022-03-05,TraditionalStrengthTraining,37.44215761621793,min,299.52,80.721,117.85325,132.802
399,Saturday,2022-03-05,Walking,12.32994379997253,min,204.699,26.498,171.49200000000002,174.297
400,Sunday,2022-03-06,TraditionalStrengthTraining,53.92058993180593,min,458.452,117.006,120.36859999999999,125.031
401,Monday,2022-03-07,TraditionalStrengthTraining,51.23742821613948,min,406.409,110.481,117.785,125.414
402,Wednesday,2022-03-09,TraditionalStrengthTraining,47.28420586585999,min,512.062,101.698,137.0672,171.695
403,Wednesday,2022-03-09,Walking,7.787526549895604,min,130.115,16.469,178.242,178.242
404,Thursday,2022-03-10,TraditionalStrengthTraining,61.82325931787491,min,738.578,134.479,136.8601666666667,144.583
405,Thursday,2022-03-10,Walking,11.48587733507156,min,199.383,24.7361,173.68,179.904
406,Thursday,2022-03-10,FunctionalStrengthTraining,11.82290698289871,min,107.183,25.5769,153.6995,165.813
407,Friday,2022-03-11,TraditionalStrengthTraining,33.05354293386142,min,276.917,70.6462,119.9405,126.483
408,Sunday,2022-03-20,TraditionalStrengthTraining,55.07349986831347,min,482.507,119.344,123.72600000000001,132.693
409,Sunday,2022-03-20,Walking,19.41702156662941,min,336.327,41.676,179.5205,184.457
410,Monday,2022-03-21,TraditionalStrengthTraining,70.62297426660855,min,836.415,152.895,140.5532857142857,154.538
411,Monday,2022-03-21,Walking,11.73392794926961,min,190.794,25.208,178.1125,183.68
412,Tuesday,2022-03-22,TraditionalStrengthTraining,22.30283613403638,min,213.89,46.1486,130.92025,141.903
413,Thursday,2022-03-24,TraditionalStrengthTraining,50.55408036708832,min,319.804,104.499,111.8394,119.958
414,Thursday,2022-03-24,Walking,36.37817693352699,min,568.581,75.8857,172.06425000000002,177.429
415,Friday,2022-03-25,TraditionalStrengthTraining,65.97638249993324,min,665.483,137.057,128.16566666666668,130.759
416,Friday,2022-03-25,Walking,9.67742476662,min,159.435,20.005,169.677,169.677
417,Saturday,2022-03-26,TraditionalStrengthTraining,41.63289521535238,min,378.822,86.1667,124.37875,129.368
418,Monday,2022-03-28,TraditionalStrengthTraining,50.38970160086949,min,358.698,102.093,113.21900000000001,117.224
419,Tuesday,2022-03-29,TraditionalStrengthTraining,51.00208544929822,min,522.689,105.315,129.8278,147.246
420,Wednesday,2022-03-30,TraditionalStrengthTraining,40.58283703327179,min,379.6,83.7285,122.95224999999999,138.129
421,Wednesday,2022-03-30,Walking,10.01876481771469,min,178.474,20.7732,176.51999999999998,180.04
422,Wednesday,2022-03-30,Walking,23.15917648275693,min,142.884,47.882,118.13466666666666,124.957
423,Thursday,2022-03-31,TraditionalStrengthTraining,55.40218013326327,min,488.913,114.828,121.57783333333333,136.071
424,Monday,2022-04-11,TraditionalStrengthTraining,19.80135328372319,min,211.644,41.3215,149.633,185.058
425,Monday,2022-04-11,Walking,8.44181191722552,min,150.624,17.3468,185.393,185.393
426,Tuesday,2022-04-12,TraditionalStrengthTraining,57.45388034979502,min,455.383,120.189,118.14033333333332,121.876
427,Tuesday,2022-04-12,Walking,7.877030531565349,min,117.463,16.4126,165.499,165.499
428,Wednesday,2022-04-13,TraditionalStrengthTraining,50.83232598304748,min,439.123,106.518,122.86640000000003,131.715
429,Thursday,2022-04-14,TraditionalStrengthTraining,25.14238261779149,min,180.575,52.3781,119.26299999999999,120.86
430,Friday,2022-04-15,TraditionalStrengthTraining,52.23210473457972,min,356.992,109.481,111.4494,119.562
431,Monday,2022-04-18,TraditionalStrengthTraining,39.64720726807912,min,253.299,82.8137,109.90475,117.042
432,Monday,2022-04-18,Walking,10.97078636884689,min,183.548,22.6647,176.4315,185.386
433,Monday,2022-04-18,Walking,4.480368498961131,min,74.3313,9.31591,171.72727272727272,177.0
434,Tuesday,2022-04-19,TraditionalStrengthTraining,76.87939806580543,min,1140.68,160.983,156.76162499999998,191.487
435,Wednesday,2022-04-20,TraditionalStrengthTraining,59.82032199899356,min,576.574,125.11,126.6015,132.181
436,Thursday,2022-04-21,TraditionalStrengthTraining,48.37354811429977,min,350.479,100.649,114.5365,124.907
437,Thursday,2022-04-21,Walking,13.27934646606445,min,226.591,27.4764,179.7705,181.92
438,Friday,2022-04-22,TraditionalStrengthTraining,62.74979150096576,min,556.744,131.542,121.69971428571428,130.165
439,Saturday,2022-04-23,TraditionalStrengthTraining,45.9308988849322,min,426.696,95.532,123.79720000000002,138.216
440,Saturday,2022-04-23,Running,2.353912401199341,min,9.73071,4.94526,156.0408163265306,191.0
441,Monday,2022-04-25,TraditionalStrengthTraining,55.6109076499939,min,456.044,116.417,118.05016666666667,126.44
442,Tuesday,2022-04-26,TraditionalStrengthTraining,57.65194803277652,min,709.654,119.881,134.43800000000002,139.922
443,Wednesday,2022-04-27,Walking,82.1482365767161,min,305.902,171.688,107.26285862068966,118.0
444,Thursday,2022-04-28,TraditionalStrengthTraining,36.61703788240751,min,345.369,75.7371,122.59975,137.263
445,Friday,2022-04-29,Walking,25.01228117744128,min,112.543,51.7473,114.51006666666667,147.0
446,Saturday,2022-04-30,TraditionalStrengthTraining,60.62566901644071,min,594.745,127.043,126.10849999999999,134.448
447,Saturday,2022-04-30,Walking,11.67884573340416,min,179.756,24.297,170.66250000000002,173.663
448,Sunday,2022-05-01,Walking,6.245265050729116,min,101.324,12.8712,165.003,165.003
449,Sunday,2022-05-01,TraditionalStrengthTraining,34.3438560684522,min,384.205,71.7623,132.29275,140.091
450,Monday,2022-05-02,Walking,5.76589403351148,min,39.0662,12.1116,107.402,107.402
451,Monday,2022-05-02,Walking,10.58145214915276,min,81.0157,21.9131,112.406,116.812
452,Tuesday,2022-05-03,TraditionalStrengthTraining,38.58147408366203,min,308.817,80.6785,116.19395,123.253
453,Tuesday,2022-05-03,Walking,13.72290566762288,min,232.615,28.5955,170.5325,172.067
454,Tuesday,2022-05-03,Cycling,6.697126982609431,min,110.976,13.9051,164.719,164.719
455,Tuesday,2022-05-03,FunctionalStrengthTraining,13.04503371516864,min,107.79,27.2737,133.66966666666667,137.0
456,Tuesday,2022-05-03,Walking,10.78108320037524,min,87.5555,22.3463,127.663,127.663
457,Wednesday,2022-05-04,TraditionalStrengthTraining,44.82756398320198,min,397.724,93.4653,120.34259999999999,125.385
458,Friday,2022-05-06,TraditionalStrengthTraining,67.05550123254459,min,665.634,139.762,125.03025000000001,134.85
459,Friday,2022-05-06,Running,37.052960840861,min,613.265,77.5392,171.9905,174.784
460,Saturday,2022-05-07,TraditionalStrengthTraining,73.93436223467191,min,647.612,154.52,120.34828571428571,131.332
461,Saturday,2022-05-07,Running,17.33313668370247,min,294.019,36.2949,169.5925,172.394
462,Saturday,2022-05-07,FunctionalStrengthTraining,22.3028803507487,min,179.719,46.7056,133.73566666666667,142.313
463,Sunday,2022-05-08,TraditionalStrengthTraining,52.79783084988594,min,509.904,109.594,122.77950000000003,128.19
464,Monday,2022-05-09,TraditionalStrengthTraining,6.715488515297571,min,53.1435,13.8098,118.24,118.24
465,Monday,2022-05-09,Walking,5.028870749473572,min,62.6433,10.4544,140.137,140.137
466,Monday,2022-05-09,Running,15.70474855105082,min,257.12,32.7872,165.7835,169.359
467,Tuesday,2022-05-10,TraditionalStrengthTraining,71.8074548482895,min,508.662,150.183,111.40685714285713,122.211
468,Tuesday,2022-05-10,Running,21.57659576535225,min,327.609,44.946,155.803,160.322
469,Saturday,2022-05-14,TraditionalStrengthTraining,47.24160730044047,min,430.241,98.5423,120.87,134.691
470,Saturday,2022-05-14,Walking,2.690128733714422,min,19.4089,5.62625,121.3030303030303,141.0
471,Saturday,2022-05-14,Running,10.06820546587308,min,166.266,21.0559,163.971,163.971
472,Saturday,2022-05-14,TraditionalStrengthTraining,14.61786838372548,min,165.262,30.3351,132.3425,135.701
473,Sunday,2022-05-15,TraditionalStrengthTraining,49.84119318326314,min,379.684,103.507,110.63416666666667,120.283
474,Wednesday,2022-05-18,TraditionalStrengthTraining,76.45486636559168,min,698.994,158.994,122.69514285714284,131.9
475,Thursday,2022-05-19,TraditionalStrengthTraining,2.366620733340581,min,12.7724,4.95576,100.74418604651163,115.0
476,Saturday,2022-05-21,TraditionalStrengthTraining,46.58043296734492,min,360.27,97.5234,117.4964,126.719
477,Sunday,2022-05-22,TraditionalStrengthTraining,74.46887284914652,min,579.806,155.29,116.05957142857142,124.796
478,Sunday,2022-05-22,Walking,13.6904639005661,min,200.251,28.6556,152.15600000000003,162.811
479,Tuesday,2022-05-24,TraditionalStrengthTraining,61.63024761676788,min,526.593,128.553,120.86857142857141,129.632
480,Tuesday,2022-05-24,Running,11.17648023366928,min,170.726,23.3789,160.645,160.645
481,Tuesday,2022-05-24,TraditionalStrengthTraining,6.281762599945068,min,51.1096,12.9724,119.766,119.766
482,Wednesday,2022-05-25,TraditionalStrengthTraining,28.35364600022634,min,236.216,59.2138,118.63166666666666,124.298
483,Thursday,2022-05-26,TraditionalStrengthTraining,38.05428236722946,min,277.965,79.2121,113.78725,116.076
484,Friday,2022-05-27,TraditionalStrengthTraining,39.44975036581357,min,510.269,82.868,140.74325,160.825
485,Friday,2022-05-27,Basketball,62.95670065085093,min,904.574,131.677,151.98942857142856,172.141
486,Tuesday,2022-05-31,TraditionalStrengthTraining,47.24817476669947,min,430.858,99.1976,120.00122000000002,131.435
487,Tuesday,2022-05-31,StairClimbing,24.21644051671028,min,418.009,50.6167,174.74666666666667,178.08
488,Tuesday,2022-05-31,Walking,5.932111799716949,min,85.4264,12.3732,156.115,156.115
489,Tuesday,2022-05-31,TraditionalStrengthTraining,15.5343435327212,min,162.863,32.1132,129.4946666666667,135.007
490,Wednesday,2022-06-01,TraditionalStrengthTraining,62.38633563319842,min,564.647,130.769,121.94816666666667,127.305
491,Wednesday,2022-06-01,StairClimbing,21.97373881737391,min,380.175,46.0081,171.25866666666664,182.013
492,Thursday,2022-06-02,TraditionalStrengthTraining,63.44127623240153,min,506.376,132.373,118.00514285714284,123.43
493,Sunday,2022-06-05,TraditionalStrengthTraining,85.36994869907697,min,694.72,178.924,118.37555555555554,132.184
494,Sunday,2022-06-05,StairClimbing,30.93171785076459,min,530.645,64.793,174.51699999999997,177.261
495,Monday,2022-06-06,TraditionalStrengthTraining,73.77357091705004,min,505.193,154.107,109.91288571428572,117.063
496,Monday,2022-06-06,StairClimbing,21.09184121688207,min,368.305,44.1676,173.664,177.586
497,Monday,2022-06-06,Walking,10.15697359840075,min,88.639,21.0923,127.666,127.666
498,Tuesday,2022-06-07,TraditionalStrengthTraining,59.30047616561254,min,441.64,123.824,111.22385714285714,123.167
499,Wednesday,2022-06-08,TraditionalStrengthTraining,53.2786167661349,min,548.553,111.449,129.55100000000002,151.356
500,Wednesday,2022-06-08,StairClimbing,5.3691401998202,min,90.6422,11.0327,169.332,169.332
501,Thursday,2022-06-09,TraditionalStrengthTraining,56.69395354986191,min,390.201,118.423,107.68124,114.205
502,Thursday,2022-06-09,StairClimbing,20.61290056705475,min,378.249,43.1542,178.857,186.164
503,Friday,2022-06-10,TraditionalStrengthTraining,69.13803968429565,min,451.508,144.208,108.239,113.523
504,Friday,2022-06-10,StairClimbing,20.95285894870758,min,359.872,43.8412,170.1225,171.599
505,Saturday,2022-06-11,TraditionalStrengthTraining,61.18868911663692,min,600.923,127.149,125.69966666666666,129.327
506,Sunday,2022-06-12,Walking,45.43912582794825,min,147.103,94.2082,94.24113456790123,110.0
507,Monday,2022-06-13,TraditionalStrengthTraining,74.88002684911092,min,577.797,156.126,115.78357142857145,127.422
508,Monday,2022-06-13,StairClimbing,27.08736435174942,min,459.647,56.6453,168.867,177.605
509,Tuesday,2022-06-14,TraditionalStrengthTraining,46.19405053257942,min,374.053,96.257,117.732,122.415
510,Tuesday,2022-06-14,FunctionalStrengthTraining,45.02307731707891,min,396.263,94.346,118.24916666666667,137.479
511,Wednesday,2022-06-15,TraditionalStrengthTraining,42.24149099985758,min,376.813,87.958,120.25450000000001,125.06
512,Thursday,2022-06-16,TraditionalStrengthTraining,52.60970791776975,min,332.689,109.946,105.68548000000001,116.241
513,Friday,2022-06-17,TraditionalStrengthTraining,61.1193476498127,min,434.198,128.199,110.84533333333333,119.991
514,Friday,2022-06-17,StairClimbing,11.19482290148735,min,175.045,23.2736,157.75,157.75
515,Saturday,2022-06-18,Cycling,78.23828658858935,min,528.017,101.276,119.93328268551237,153.0
516,Sunday,2022-06-19,TraditionalStrengthTraining,53.42831931710244,min,413.127,110.755,115.27120000000002,120.748
517,Sunday,2022-06-19,StairClimbing,15.74880501627922,min,260.007,32.8341,166.66649999999998,171.355
518,Monday,2022-06-20,TraditionalStrengthTraining,46.18506193359693,min,280.82,96.2839,101.806975,106.616
519,Wednesday,2022-06-22,TraditionalStrengthTraining,80.31099253296853,min,861.697,167.932,130.85075,137.383
520,Thursday,2022-06-23,TraditionalStrengthTraining,42.72135579983394,min,306.315,89.267,115.79400000000001,120.257
521,Sunday,2022-06-26,StairClimbing,5.150176666180292,min,43.3744,10.7702,105.9262,116.917
522,Sunday,2022-06-26,TraditionalStrengthTraining,54.74929300149282,min,523.922,113.657,134.58066666666664,175.065
523,Monday,2022-06-27,TraditionalStrengthTraining,53.60570468306541,min,350.584,112.335,108.38138,111.426
524,Monday,2022-06-27,StairClimbing,20.03517384926478,min,339.064,41.9448,158.31133333333332,172.412
525,Tuesday,2022-06-28,TraditionalStrengthTraining,59.01320473353068,min,564.291,123.373,125.04783333333334,130.381
526,Wednesday,2022-06-29,TraditionalStrengthTraining,30.8676794330279,min,205.123,64.587,113.24000000000001,115.459
527,Thursday,2022-06-30,Running,4.755504250526428,min,74.5502,9.78644,166.98214285714286,178.0
528,Thursday,2022-06-30,TraditionalStrengthTraining,50.11638348301252,min,459.36,104.81,123.56020000000001,130.901
529,Sunday,2022-07-03,TraditionalStrengthTraining,66.40792636672656,min,646.686,138.736,128.79999999999998,156.28
530,Tuesday,2022-07-05,TraditionalStrengthTraining,40.37880610028903,min,272.586,84.1515,111.964,117.65
531,Wednesday,2022-07-06,FunctionalStrengthTraining,86.78848244945208,min,809.755,182.149,131.947,145.717
